"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"12/8/2023","12/8/2023","12/11/2023","SNAP","Option Expiration for SNAP 12/8/2023 Put $14.50","OEXP","20S","",""
"12/8/2023","12/8/2023","12/11/2023","AAPL","Option Expiration for AAPL 12/8/2023 Put $192.50","OEXP","5S","",""
"12/8/2023","12/8/2023","12/11/2023","AAPL","AAPL 12/8/2023 Put $195.00","STC","2","$0.01","$1.92"
"12/8/2023","12/8/2023","12/11/2023","HOOD","HOOD 12/15/2023 Call $12.00","BTO","50","$0.33","($1,651.50)"
"12/8/2023","12/8/2023","12/11/2023","UBER","UBER 12/15/2023 Put $61.00","BTO","4","$0.73","($292.12)"
"12/8/2023","12/8/2023","12/11/2023","UBER","UBER 12/15/2023 Put $61.00","BTO","5","$0.75","($375.15)"
"12/8/2023","12/8/2023","12/11/2023","CRM","CRM 12/15/2023 Call $252.50","BTO","1","$2.77","($277.03)"
"12/8/2023","12/8/2023","12/11/2023","CRM","CRM 12/15/2023 Call $252.50","BTO","1","$2.77","($277.03)"
"12/8/2023","12/8/2023","12/11/2023","GOOG","GOOG 12/8/2023 Call $138.00","STC","2","$0.01","$1.92"
"12/8/2023","12/8/2023","12/11/2023","PUBM","PUBM 12/15/2023 Call $17.50","STC","10","$0.35","$349.67"
"12/8/2023","12/8/2023","12/11/2023","XOM","XOM 12/15/2023 Put $99.00","STC","5","$1.29","$644.83"
"12/8/2023","12/8/2023","12/11/2023","TSLA","TSLA 12/15/2023 Call $245.00","BTO","1","$5.74","($574.03)"
"12/8/2023","12/8/2023","12/11/2023","XOM","XOM 12/15/2023 Put $99.00","BTO","5","$1.15","($575.15)"
"12/8/2023","12/8/2023","12/11/2023","CHPT","CHPT 12/15/2023 Put $2.00","BTO","30","$0.05","($150.90)"
"12/8/2023","12/8/2023","12/11/2023","CHPT","CHPT 12/15/2023 Put $2.00","BTO","70","$0.05","($352.10)"
"12/8/2023","12/8/2023","12/11/2023","SNAP","SNAP 12/15/2023 Put $15.00","BTO","10","$0.32","($320.30)"
"12/8/2023","12/8/2023","12/11/2023","BSX","BSX 12/8/2023 Put $56.00","STC","5","$1.20","$599.83"
"12/8/2023","12/8/2023","12/11/2023","CHPT","CHPT 12/8/2023 Call $2.00","STC","50","$0.27","$1,348.36"
"12/8/2023","12/8/2023","12/11/2023","RBLX","RBLX 12/8/2023 Call $41.50","STC","3","$0.80","$239.89"
"12/7/2023","12/7/2023","12/7/2023","MNTS","Stock Lending","SLIP","","","$0.28"
"12/7/2023","12/7/2023","12/7/2023","LIFW","Stock Lending","SLIP","","","$0.83"
"12/7/2023","12/7/2023","12/7/2023","AVTE","Stock Lending","SLIP","","","$0.01"
"12/7/2023","12/7/2023","12/7/2023","MCRI","Stock Lending","SLIP","","","$0.01"
"12/7/2023","12/7/2023","12/7/2023","MAXN","Stock Lending","SLIP","","","$0.01"
"12/7/2023","12/7/2023","12/8/2023","META","META 12/15/2023 Put $325.00","BTO","1","$4.90","($490.03)"
"12/7/2023","12/7/2023","12/8/2023","AAPL","AAPL 12/8/2023 Put $195.00","BTO","1","$1.03","($103.03)"
"12/7/2023","12/7/2023","12/8/2023","AAPL","AAPL 12/8/2023 Put $195.00","BTO","1","$1.03","($103.03)"
"12/7/2023","12/7/2023","12/8/2023","CHPT","CHPT 12/8/2023 Call $2.00","BTO","50","$0.24","($1,201.50)"
"12/7/2023","12/7/2023","12/8/2023","GOOG","GOOG 12/8/2023 Call $138.00","BTO","2","$1.46","($292.06)"
"12/7/2023","12/7/2023","12/8/2023","DIS","DIS 12/8/2023 Call $92.00","STC","1","$0.59","$58.95"
"12/7/2023","12/7/2023","12/8/2023","DIS","DIS 12/8/2023 Call $92.00","STC","7","$0.59","$412.76"
"12/6/2023","12/6/2023","12/6/2023","JEPI","Cash Div: R/D 2023-12-04 P/D 2023-12-06 - 5 shares at 0.39025","CDIV","","","$1.95"
"12/6/2023","12/6/2023","12/7/2023","BSX","BSX 12/8/2023 Call $55.00","STC","10","$0.40","$399.67"
"12/6/2023","12/6/2023","12/7/2023","DIS","DIS 12/8/2023 Call $92.00","BTO","8","$0.56","($448.24)"
"12/6/2023","12/6/2023","12/7/2023","NVDA","NVDA 12/8/2023 Put $462.50","STC","1","$5.30","$529.95"
"12/6/2023","12/6/2023","12/7/2023","NVDA","NVDA 12/8/2023 Put $462.50","BTO","1","$4.50","($450.03)"
"12/6/2023","12/6/2023","12/7/2023","CRM","CRM 12/8/2023 Call $255.00","BTO","4","$1.17","($468.12)"
"12/6/2023","12/6/2023","12/7/2023","FERG","FERG 12/15/2023 Call $175.00","STC","2","$2.30","$459.92"
"12/6/2023","12/6/2023","12/7/2023","ORCL","ORCL 12/8/2023 Put $113.00","STC","10","$0.60","$599.67"
"12/6/2023","12/6/2023","12/7/2023","SNAP","SNAP 12/8/2023 Put $14.50","BTO","20","$0.10","($200.60)"
"12/6/2023","12/6/2023","12/7/2023","SNAP","SNAP 12/8/2023 Call $15.00","STC","51","$0.30","$1,528.33"
"12/6/2023","12/6/2023","12/7/2023","SNAP","SNAP 12/8/2023 Call $15.00","STC","21","$0.30","$629.31"
"12/6/2023","12/6/2023","12/7/2023","SNAP","SNAP 12/8/2023 Call $15.00","STC","13","$0.30","$389.57"
"12/5/2023","12/5/2023","12/6/2023","BSX","BSX 12/8/2023 Call $55.00","BTO","10","$0.45","($450.30)"
"12/5/2023","12/5/2023","12/6/2023","SNAP","SNAP 12/8/2023 Call $15.00","STC","15","$0.16","$239.50"
"12/5/2023","12/5/2023","12/6/2023","HOOD","HOOD 12/8/2023 Call $10.00","STC","3","$0.40","$119.89"
"12/5/2023","12/5/2023","12/6/2023","HOOD","HOOD 12/8/2023 Call $10.00","STC","16","$0.40","$639.47"
"12/5/2023","12/5/2023","12/6/2023","HOOD","HOOD 12/8/2023 Call $10.00","STC","1","$0.40","$39.95"
"12/5/2023","12/5/2023","12/6/2023","TSLA","TSLA 12/8/2023 Put $230.00","BTO","1","$1.29","($129.03)"
"12/5/2023","12/5/2023","12/6/2023","TSLA","TSLA 12/8/2023 Put $230.00","BTO","1","$1.29","($129.03)"
"12/5/2023","12/5/2023","12/6/2023","TSLA","TSLA 12/8/2023 Put $230.00","BTO","1","$1.29","($129.03)"
"12/5/2023","12/5/2023","12/6/2023","ORCL","ORCL 12/8/2023 Put $113.00","BTO","10","$0.58","($580.30)"
"12/5/2023","12/5/2023","12/6/2023","ORCL","ORCL 12/8/2023 Put $114.00","STC","5","$0.98","$489.83"
"12/5/2023","12/5/2023","12/6/2023","FERG","FERG 12/15/2023 Call $175.00","BTO","2","$1.60","($320.06)"
"12/5/2023","12/5/2023","12/6/2023","ORCL","ORCL 12/8/2023 Put $114.00","BTO","5","$0.81","($405.15)"
"12/5/2023","12/5/2023","12/6/2023","TSLA","TSLA 12/8/2023 Call $247.50","STC","1","$3.45","$344.95"
"12/5/2023","12/5/2023","12/6/2023","SNAP","SNAP 12/8/2023 Call $15.00","BTO","61","$0.13","($794.83)"
"12/5/2023","12/5/2023","12/6/2023","SNAP","SNAP 12/8/2023 Call $15.00","BTO","14","$0.13","($182.42)"
"12/5/2023","12/5/2023","12/6/2023","SNAP","SNAP 12/8/2023 Call $15.00","BTO","20","$0.13","($260.60)"
"12/5/2023","12/5/2023","12/6/2023","SNAP","SNAP 12/8/2023 Call $15.00","BTO","5","$0.13","($65.15)"
"12/5/2023","12/5/2023","12/6/2023","TSLA","TSLA 12/8/2023 Call $247.50","BTO","1","$3.75","($375.03)"
"12/5/2023","12/5/2023","12/6/2023","AAPL","AAPL 12/8/2023 Put $192.50","BTO","5","$0.71","($355.15)"
"12/5/2023","12/5/2023","12/6/2023","DIS","DIS 12/8/2023 Put $91.00","STC","3","$1.00","$299.89"
"12/5/2023","12/5/2023","12/6/2023","DIS","DIS 12/8/2023 Put $91.00","STC","2","$1.00","$199.92"
"12/5/2023","12/5/2023","12/6/2023","HOOD","HOOD 12/8/2023 Call $10.00","BTO","19","$0.29","($551.57)"
"12/5/2023","12/5/2023","12/6/2023","HOOD","HOOD 12/8/2023 Call $10.00","BTO","1","$0.29","($29.03)"
"12/5/2023","12/5/2023","12/6/2023","T","T 12/8/2023 Call $17.50","BTO","44","$0.06","($265.32)"
"12/5/2023","12/5/2023","12/6/2023","CCL","CCL 12/8/2023 Call $16.50","STC","8","$0.30","$239.73"
"12/5/2023","12/5/2023","12/6/2023","T","T 12/8/2023 Call $17.50","BTO","4","$0.06","($24.12)"
"12/5/2023","12/5/2023","12/6/2023","T","T 12/8/2023 Call $17.50","BTO","2","$0.06","($12.06)"
"12/5/2023","12/5/2023","12/6/2023","DIS","DIS 12/8/2023 Put $91.00","BTO","5","$0.71","($355.15)"
"12/5/2023","12/5/2023","12/6/2023","RBLX","RBLX 12/8/2023 Call $41.50","BTO","3","$0.66","($198.09)"
"12/5/2023","12/5/2023","12/6/2023","ADBE","ADBE 12/8/2023 Put $590.00","BTO","1","$5.40","($540.03)"
"12/5/2023","12/5/2023","12/6/2023","ADBE","ADBE 12/8/2023 Put $590.00","BTO","1","$5.40","($540.03)"
"12/4/2023","12/4/2023","12/4/2023","PFE","Cash Div: R/D 2023-11-10 P/D 2023-12-04 - 8 shares at 0.41","CDIV","","","$3.28"
"12/4/2023","12/4/2023","12/5/2023","TSLA","TSLA 12/8/2023 Put $232.50","BTO","2","$3.30","($660.06)"
"12/4/2023","12/4/2023","12/5/2023","TSLA","TSLA 12/8/2023 Put $232.50","STC","1","$3.20","$319.95"
"12/4/2023","12/4/2023","12/5/2023","JPM","JPM 12/8/2023 Call $160.00","STC","5","$0.47","$234.83"
"12/4/2023","12/4/2023","12/5/2023","O","O 12/15/2023 Call $55.00","STC","3","$1.10","$329.89"
"12/4/2023","12/4/2023","12/5/2023","BSX","BSX 12/8/2023 Put $56.00","BTO","5","$1.35","($675.15)"
"12/4/2023","12/4/2023","12/5/2023","BSX","BSX 12/8/2023 Put $56.00","STC","3","$1.50","$449.89"
"12/4/2023","12/4/2023","12/5/2023","BSX","BSX 12/8/2023 Put $56.00","STC","1","$1.50","$149.95"
"12/4/2023","12/4/2023","12/5/2023","BSX","BSX 12/8/2023 Put $56.00","STC","2","$1.50","$299.92"
"12/4/2023","12/4/2023","12/5/2023","BSX","BSX 12/8/2023 Put $56.00","STC","1","$1.50","$149.95"
"12/4/2023","12/4/2023","12/5/2023","BSX","BSX 12/8/2023 Put $56.00","STC","1","$1.50","$149.95"
"12/4/2023","12/4/2023","12/5/2023","BSX","BSX 12/8/2023 Put $56.00","STC","1","$1.50","$149.95"
"12/4/2023","12/4/2023","12/5/2023","BSX","BSX 12/8/2023 Put $56.00","STC","1","$1.50","$149.95"
"12/4/2023","12/4/2023","12/5/2023","NVDA","NVDA 12/8/2023 Put $455.00","STC","2","$9.00","$1,799.91"
"12/4/2023","12/4/2023","12/5/2023","O","O 12/15/2023 Call $55.00","BTO","3","$0.95","($285.09)"
"12/4/2023","12/4/2023","12/5/2023","JPM","JPM 12/8/2023 Call $160.00","BTO","5","$0.43","($215.15)"
"12/4/2023","12/4/2023","12/5/2023","NVDA","NVDA 12/8/2023 Put $455.00","BTO","2","$7.30","($1,460.06)"
"12/4/2023","12/4/2023","12/5/2023","PUBM","PUBM 12/15/2023 Call $17.50","BTO","10","$0.35","($350.30)"
"12/4/2023","12/4/2023","12/6/2023","TSLA","Tesla
CUSIP: 88160R101","Sell","2","$237.76","$475.52"
"12/4/2023","12/4/2023","12/5/2023","CCL","CCL 12/8/2023 Call $16.50","BTO","8","$0.29","($232.24)"
"12/4/2023","12/4/2023","12/5/2023","COIN","COIN 12/8/2023 Call $140.00","STC","2","$8.00","$1,599.91"
"12/4/2023","12/4/2023","12/5/2023","TSLA","TSLA 12/8/2023 Put $232.50","BTO","1","$2.96","($296.03)"
"12/4/2023","12/4/2023","12/5/2023","NKE","NKE 12/8/2023 Call $114.00","STC","1","$1.50","$149.95"
"12/4/2023","12/4/2023","12/5/2023","NKE","NKE 12/8/2023 Call $114.00","STC","3","$1.50","$449.89"
"12/4/2023","12/4/2023","12/5/2023","NKE","NKE 12/8/2023 Call $114.00","STC","1","$1.50","$149.95"
"12/4/2023","12/4/2023","12/5/2023","NKE","NKE 12/8/2023 Call $114.00","STC","2","$1.50","$299.92"
"12/4/2023","12/4/2023","12/5/2023","NKE","NKE 12/8/2023 Call $114.00","STC","1","$1.50","$149.95"
"12/4/2023","12/4/2023","12/5/2023","COIN","COIN 12/8/2023 Call $140.00","BTO","2","$5.45","($1,090.06)"
"12/4/2023","12/4/2023","12/5/2023","TSLA","TSLA 12/8/2023 Put $232.50","STC","2","$4.00","$799.92"
"12/4/2023","12/4/2023","12/5/2023","NKE","NKE 12/8/2023 Call $114.00","BTO","8","$1.18","($944.24)"
"12/4/2023","12/4/2023","12/5/2023","TSLA","TSLA 12/8/2023 Put $232.50","BTO","2","$3.60","($720.06)"
"12/4/2023","12/4/2023","12/5/2023","TSLA","TSLA 12/8/2023 Put $235.00","BTO","2","$4.60","($920.06)"
"12/4/2023","12/4/2023","12/5/2023","NVDA","NVDA 12/8/2023 Put $452.50","STC","2","$7.50","$1,499.91"
"12/4/2023","12/4/2023","12/5/2023","HOOD","HOOD 12/8/2023 Call $9.50","STC","2","$0.25","$49.92"
"12/4/2023","12/4/2023","12/5/2023","HOOD","HOOD 12/8/2023 Call $9.50","STC","9","$0.25","$224.70"
"12/4/2023","12/4/2023","12/5/2023","HOOD","HOOD 12/8/2023 Call $9.50","STC","9","$0.25","$224.70"
"12/4/2023","12/4/2023","12/5/2023","NFLX","NFLX 12/8/2023 Put $450.00","STC","1","$2.80","$279.95"
"12/4/2023","12/4/2023","12/5/2023","META","META 12/8/2023 Put $310.00","BTO","2","$1.88","($376.06)"
"12/4/2023","12/4/2023","12/5/2023","SNAP","SNAP 12/8/2023 Call $14.00","STC","1","$0.40","$39.95"
"12/4/2023","12/4/2023","12/5/2023","SNAP","SNAP 12/8/2023 Call $14.00","STC","20","$0.40","$799.34"
"12/4/2023","12/4/2023","12/5/2023","SNAP","SNAP 12/8/2023 Call $14.00","STC","9","$0.40","$359.70"
"12/4/2023","12/4/2023","12/5/2023","NVDA","NVDA 12/8/2023 Put $452.50","BTO","2","$5.90","($1,180.06)"
"12/4/2023","12/4/2023","12/5/2023","NFLX","NFLX 12/8/2023 Put $450.00","BTO","1","$2.46","($246.03)"
"12/1/2023","12/1/2023","12/4/2023","TSLA","Option Expiration for TSLA 12/1/2023 Put $230.00","OEXP","1S","",""
"12/1/2023","12/1/2023","12/4/2023","F","Option Expiration for F 12/1/2023 Call $11.00","OEXP","100S","",""
"12/1/2023","12/1/2023","12/4/2023","AMZN","Option Expiration for AMZN 12/1/2023 Call $149.00","OEXP","10S","",""
"12/1/2023","12/1/2023","12/1/2023","F","Cash Div: R/D 2023-11-01 P/D 2023-12-01 - 5 shares at 0.15","CDIV","","","$0.75"
"12/1/2023","12/1/2023","12/4/2023","BSX","BSX 12/8/2023 Put $56.00","BTO","10","$0.45","($450.30)"
"12/1/2023","12/1/2023","12/4/2023","QQQ","QQQ 12/1/2023 Call $391.00","STC","2","$0.03","$5.92"
"12/1/2023","12/1/2023","12/4/2023","UPST","UPST 12/8/2023 Call $32.00","STC","12","$2.00","$2,399.59"
"12/1/2023","12/1/2023","12/4/2023","UPST","UPST 12/8/2023 Call $32.00","BTO","12","$1.54","($1,848.36)"
"12/1/2023","12/1/2023","12/4/2023","TSLA","TSLA 12/8/2023 Put $230.00","STC","1","$2.80","$279.95"
"12/1/2023","12/1/2023","12/4/2023","HOOD","HOOD 12/8/2023 Call $9.50","BTO","20","$0.13","($260.60)"
"12/1/2023","12/1/2023","12/4/2023","UPST","UPST 12/8/2023 Call $29.00","STC","6","$2.50","$1,499.79"
"12/1/2023","12/1/2023","12/4/2023","NFLX","NFLX 12/8/2023 Put $467.50","STC","1","$4.40","$439.95"
"12/1/2023","12/1/2023","12/4/2023","SNAP","SNAP 12/8/2023 Call $14.00","BTO","30","$0.34","($1,020.90)"
"12/1/2023","12/1/2023","12/4/2023","MSFT","MSFT 12/1/2023 Put $372.50","STC","2","$0.90","$179.92"
"12/1/2023","12/1/2023","12/4/2023","UPST","UPST 12/8/2023 Call $29.00","BTO","6","$1.54","($924.18)"
"12/1/2023","12/1/2023","12/4/2023","UPST","UPST 12/1/2023 Call $27.50","STC","5","$1.05","$524.83"
"12/1/2023","12/1/2023","12/4/2023","NFLX","NFLX 12/8/2023 Put $467.50","BTO","1","$3.90","($390.03)"
"12/1/2023","12/1/2023","12/4/2023","TSLA","TSLA 12/8/2023 Put $230.00","BTO","1","$4.60","($460.03)"
"11/30/2023","11/30/2023","12/1/2023","QQQ","Option Expiration for QQQ 11/30/2023 Call $394.00","OEXP","3S","",""
"11/30/2023","11/30/2023","11/30/2023","","Interest Payment","INT","","","$3.44"
"11/30/2023","11/30/2023","12/1/2023","AAPL","AAPL 12/1/2023 Call $187.50","STC","2","$2.00","$399.92"
"11/30/2023","11/30/2023","12/1/2023","NVDA","NVDA 12/1/2023 Put $465.00","STC","1","$3.10","$309.95"
"11/30/2023","11/30/2023","12/1/2023","NVDA","NVDA 12/1/2023 Put $465.00","BTO","1","$2.85","($285.03)"
"11/30/2023","11/30/2023","12/1/2023","AAPL","AAPL 12/1/2023 Call $187.50","BTO","2","$1.49","($298.06)"
"11/30/2023","11/30/2023","12/1/2023","UBER","UBER 12/1/2023 Put $55.00","STC","5","$0.70","$349.83"
"11/30/2023","11/30/2023","12/1/2023","UPST","UPST 12/1/2023 Call $27.50","BTO","5","$0.67","($335.15)"
"11/30/2023","11/30/2023","12/1/2023","META","META 12/1/2023 Put $330.00","STC","2","$2.00","$399.92"
"11/30/2023","11/30/2023","12/1/2023","F","F 12/1/2023 Call $11.00","BTO","2","$0.02","($4.06)"
"11/30/2023","11/30/2023","12/1/2023","F","F 12/1/2023 Call $11.00","BTO","5","$0.02","($10.15)"
"11/30/2023","11/30/2023","12/1/2023","F","F 12/1/2023 Call $11.00","BTO","93","$0.02","($188.79)"
"11/30/2023","11/30/2023","11/30/2023","","Transfer from Brokerage to Spending","XENT","","","($100.00)"
"11/29/2023","11/29/2023","11/30/2023","QQQ","QQQ 12/1/2023 Call $391.00","BTO","2","$1.56","($312.06)"
"11/29/2023","11/29/2023","11/30/2023","NKE","NKE 12/1/2023 Call $111.00","STC","6","$0.90","$539.80"
"11/29/2023","11/29/2023","11/30/2023","META","META 12/1/2023 Put $330.00","BTO","2","$1.96","($392.06)"
"11/29/2023","11/29/2023","11/30/2023","META","META 12/1/2023 Put $330.00","STC","3","$1.60","$479.89"
"11/29/2023","11/29/2023","11/30/2023","META","META 12/1/2023 Put $330.00","BTO","3","$1.40","($420.09)"
"11/29/2023","11/29/2023","11/30/2023","NKE","NKE 12/1/2023 Call $111.00","BTO","6","$0.69","($414.18)"
"11/29/2023","11/29/2023","11/30/2023","MSFT","MSFT 12/1/2023 Put $377.50","STC","3","$1.80","$539.89"
"11/29/2023","11/29/2023","11/30/2023","AMZN","AMZN 12/1/2023 Call $149.00","BTO","10","$0.68","($680.30)"
"11/29/2023","11/29/2023","11/30/2023","QQQ","QQQ 11/30/2023 Call $394.00","BTO","3","$1.31","($393.09)"
"11/29/2023","11/29/2023","11/30/2023","CDNA","CDNA 12/15/2023 Call $10.00","STC","10","$0.80","$799.67"
"11/28/2023","11/28/2023","11/29/2023","CLSK","CLSK 12/15/2023 Call $7.50","STC","5","$0.30","$149.83"
"11/28/2023","11/28/2023","11/29/2023","TSLA","TSLA 12/1/2023 Call $240.00","STC","1","$5.60","$559.95"
"11/28/2023","11/28/2023","11/29/2023","MSFT","MSFT 12/1/2023 Put $377.50","BTO","3","$1.00","($300.09)"
"11/28/2023","11/28/2023","11/30/2023","CLSK","CleanSpark
CUSIP: 18452B209","Sell","10","$6.07","$60.70"
"11/28/2023","11/28/2023","11/29/2023","TSLA","TSLA 12/1/2023 Call $240.00","BTO","1","$3.40","($340.03)"
"11/28/2023","11/28/2023","11/29/2023","CLSK","CLSK 12/15/2023 Call $7.50","BTO","3","$0.25","($75.09)"
"11/28/2023","11/28/2023","11/29/2023","CLSK","CLSK 12/15/2023 Call $7.50","BTO","1","$0.25","($25.03)"
"11/28/2023","11/28/2023","11/29/2023","CLSK","CLSK 12/15/2023 Call $7.50","BTO","1","$0.25","($25.03)"
"11/27/2023","11/27/2023","11/28/2023","META","META 12/1/2023 Put $335.00","STC","2","$2.64","$527.92"
"11/27/2023","11/27/2023","11/28/2023","DASH","DASH 12/1/2023 Call $95.00","STC","5","$1.38","$689.83"
"11/27/2023","11/27/2023","11/28/2023","UBER","UBER 12/1/2023 Put $55.00","BTO","4","$0.58","($232.12)"
"11/27/2023","11/27/2023","11/28/2023","UBER","UBER 12/1/2023 Put $55.00","BTO","1","$0.58","($58.03)"
"11/27/2023","11/27/2023","11/28/2023","MSFT","MSFT 12/1/2023 Put $372.50","BTO","2","$1.29","($258.06)"
"11/27/2023","11/27/2023","11/28/2023","DASH","DASH 12/1/2023 Call $95.00","BTO","5","$1.10","($550.15)"
"11/27/2023","11/27/2023","11/28/2023","TSLA","TSLA 12/1/2023 Put $230.00","BTO","1","$4.00","($400.03)"
"11/24/2023","11/24/2023","11/27/2023","META","Option Expiration for META 11/24/2023 Put $330.00","OEXP","1S","",""
"11/24/2023","11/24/2023","11/27/2023","NFLX","Option Expiration for NFLX 11/24/2023 Put $460.00","OEXP","2S","",""
"11/24/2023","11/24/2023","11/27/2023","UBER","Option Expiration for UBER 11/24/2023 Put $54.00","OEXP","50S","",""
"11/24/2023","11/24/2023","11/27/2023","TSLA","TSLA 12/1/2023 Call $240.00","STC","1","$5.00","$499.95"
"11/24/2023","11/24/2023","11/27/2023","META","META 12/1/2023 Put $335.00","BTO","2","$2.32","($464.06)"
"11/24/2023","11/24/2023","11/27/2023","TSLA","TSLA 12/1/2023 Call $240.00","BTO","1","$4.50","($450.03)"
"11/22/2023","11/22/2023","11/24/2023","UBER","UBER 11/24/2023 Put $54.00","BTO","50","$0.05","($251.50)"
"11/22/2023","11/22/2023","11/24/2023","TSLA","TSLA 11/24/2023 Put $235.00","STC","1","$3.55","$354.95"
"11/21/2023","11/21/2023","11/22/2023","MSFT","MSFT 11/24/2023 Put $372.50","STC","2","$3.40","$679.92"
"11/21/2023","11/21/2023","11/22/2023","UPST","UPST 11/24/2023 Put $24.50","STC","1","$0.80","$79.95"
"11/21/2023","11/21/2023","11/22/2023","UPST","UPST 11/24/2023 Put $24.50","STC","3","$0.80","$239.89"
"11/21/2023","11/21/2023","11/22/2023","MSFT","MSFT 11/24/2023 Put $372.50","BTO","2","$2.70","($540.06)"
"11/21/2023","11/21/2023","11/22/2023","UPST","UPST 11/24/2023 Put $24.50","BTO","4","$0.54","($216.12)"
"11/21/2023","11/21/2023","11/22/2023","AMZN","AMZN 11/24/2023 Put $142.00","STC","4","$1.10","$439.86"
"11/21/2023","11/21/2023","11/22/2023","TSLA","TSLA 11/24/2023 Put $235.00","BTO","1","$2.11","($211.03)"
"11/21/2023","11/21/2023","11/22/2023","AMZN","AMZN 11/24/2023 Put $142.00","BTO","4","$0.74","($296.12)"
"11/21/2023","11/21/2023","11/22/2023","MSFT","MSFT 11/24/2023 Put $372.50","STC","3","$2.45","$734.89"
"11/20/2023","11/20/2023","11/20/2023","","Interest Payment","INT","","","$4.00"
"11/20/2023","11/20/2023","11/21/2023","MSFT","MSFT 11/24/2023 Put $372.50","BTO","3","$1.37","($411.09)"
"11/20/2023","11/20/2023","11/21/2023","MSFT","MSFT 11/24/2023 Call $382.50","STC","4","$1.80","$719.86"
"11/20/2023","11/20/2023","11/21/2023","CVNA","CVNA 11/24/2023 Call $33.00","STC","4","$1.40","$559.86"
"11/20/2023","11/20/2023","11/21/2023","CVNA","CVNA 11/24/2023 Call $33.00","BTO","2","$1.24","($248.06)"
"11/20/2023","11/20/2023","11/21/2023","CVNA","CVNA 11/24/2023 Call $33.00","BTO","2","$1.24","($248.06)"
"11/20/2023","11/20/2023","11/21/2023","NFLX","NFLX 11/24/2023 Put $460.00","BTO","2","$2.00","($400.06)"
"11/20/2023","11/20/2023","11/21/2023","MSFT","MSFT 11/24/2023 Call $382.50","BTO","2","$2.10","($420.06)"
"11/20/2023","11/20/2023","11/21/2023","MSFT","MSFT 11/24/2023 Call $382.50","BTO","1","$2.10","($210.03)"
"11/20/2023","11/20/2023","11/21/2023","MSFT","MSFT 11/24/2023 Call $382.50","BTO","1","$2.10","($210.03)"
"11/20/2023","11/20/2023","11/22/2023","TSLA","Tesla
CUSIP: 88160R101","Buy","2","$235.70","($471.40)"
"11/17/2023","11/17/2023","11/20/2023","META","Option Expiration for META 11/17/2023 Put $322.50","OEXP","5S","",""
"11/17/2023","11/17/2023","11/20/2023","AAPL","Option Expiration for AAPL 11/17/2023 Put $162.50","OEXP","1S","",""
"11/17/2023","11/17/2023","11/20/2023","TSLA","Option Expiration for TSLA 11/17/2023 Put $225.00","OEXP","2S","",""
"11/17/2023","11/17/2023","11/20/2023","JEPI","Option Expiration for JEPI 11/17/2023 Put $54.00","OEXP","5S","",""
"11/17/2023","11/17/2023","11/20/2023","MRNA","Option Expiration for MRNA 11/17/2023 Put $75.00","OEXP","5S","",""
"11/17/2023","11/17/2023","11/20/2023","DIS","Option Expiration for DIS 11/17/2023 Put $93.00","OEXP","10S","",""
"11/17/2023","11/17/2023","11/20/2023","NVDA","Option Expiration for NVDA 11/17/2023 Put $480.00","OEXP","3S","",""
"11/17/2023","11/17/2023","11/20/2023","CLDX","Option Expiration for CLDX 11/17/2023 Call $35.00","OEXP","2S","",""
"11/17/2023","11/17/2023","11/20/2023","GOOG","Option Expiration for GOOG 11/17/2023 Call $140.00","OEXP","5S","",""
"11/17/2023","11/17/2023","11/20/2023","UBER","Option Expiration for UBER 11/17/2023 Put $49.50","OEXP","10S","",""
"11/17/2023","11/17/2023","11/20/2023","AMZN","Option Expiration for AMZN 11/17/2023 Put $143.00","OEXP","3S","",""
"11/17/2023","11/17/2023","11/20/2023","META","Option Expiration for META 11/17/2023 Put $327.50","OEXP","2S","",""
"11/17/2023","11/17/2023","11/20/2023","CLSK","Option Expiration for CLSK 11/17/2023 Call $5.00","OEXP","2S","",""
"11/17/2023","11/17/2023","11/20/2023","INTU","Option Expiration for INTU 11/17/2023 Put $550.00","OEXP","3S","",""
"11/17/2023","11/17/2023","11/20/2023","CDNA","CDNA 12/15/2023 Call $10.00","BTO","10","$0.55","($550.30)"
"11/17/2023","11/17/2023","11/20/2023","KO","KO 11/17/2023 Put $57.00","STC","10","$0.27","$269.67"
"11/17/2023","11/17/2023","11/20/2023","NKE","NKE 11/17/2023 Put $107.00","STC","2","$1.18","$235.92"
"11/17/2023","11/17/2023","11/20/2023","META","META 11/24/2023 Put $330.00","BTO","1","$3.60","($360.03)"
"11/16/2023","11/16/2023","11/17/2023","KO","KO 11/17/2023 Put $57.00","BTO","10","$0.15","($150.30)"
"11/16/2023","11/16/2023","11/17/2023","NKE","NKE 11/17/2023 Put $107.00","BTO","2","$0.44","($88.06)"
"11/16/2023","11/16/2023","11/17/2023","MRNA","MRNA 11/17/2023 Put $75.00","BTO","5","$0.62","($310.15)"
"11/16/2023","11/16/2023","11/17/2023","DIS","DIS 11/17/2023 Put $93.00","BTO","10","$0.20","($200.30)"
"11/16/2023","11/16/2023","11/17/2023","DUOL","DUOL 11/17/2023 Put $200.00","STC","2","$1.15","$229.92"
"11/16/2023","11/16/2023","11/17/2023","GOOG","GOOG 11/17/2023 Call $140.00","BTO","5","$0.39","($195.15)"
